City,State,lat_city,lon_city
Dakota,MN,43.91357989999999,-91.3605035
Madison,GA,33.5956813,-83.467944
Big Rapids,MI,43.6980782,-85.4836557
Dalhart,TX,36.0594772,-102.5132497
Jessup,MD,39.1492746,-76.7752493
Menomonie,WI,44.8755183,-91.9193422
Marlette,MI,43.3269685,-83.08022
Lake Park,GA,30.6846637,-83.1828732
Perry,MI,42.8264205,-84.21941269999999
Port Huron,MI,42.9708634,-82.42491419999999
Belgium,WI,43.4997212,-87.85036699999999
Sawyer,MI,41.88550310000001,-86.5898397
Loganton,PA,41.0342375,-77.3066405
Linwood,NC,35.7506938,-80.3178305
Alden,MN,43.6704057,-93.5758577
Hardeeville,SC,32.2871413,-81.08066649999999
Monee,IL,41.420034,-87.7417114
Faribault,MN,44.2949636,-93.268827
Mankato,MN,44.1661456,-94.0055647
Rothsay,MN,46.4733333,-96.2833333
Sauk Centre,MN,45.737465,-94.9525216
Shakopee,MN,44.7973962,-93.5272861
Saint Charles,MN,43.9694165,-92.064194
Harrisonburg,VA,38.4495688,-78.8689155
Mount Holly,NJ,39.9931438,-74.78793929999999
Barnhart,MO,38.344221,-90.3934532
Lake Mills,WI,43.0813888,-88.91177420000001
Rapid City,SD,44.0805434,-103.2310149
Texarkana,TX,33.425125,-94.0476882
Okawville,IL,38.4342163,-89.5503676
Ozona,TX,30.70222489999999,-101.2013819
Beresford,SD,43.0805446,-96.773655
Perry,FL,30.1115662,-83.58210629999999
Lafayette,LA,30.2240897,-92.0198427
Petersburg,VA,37.2279279,-77.40192669999999
Amelia Court House,VA,37.3426037,-77.9805478
Arkadelphia,AR,34.120994,-93.053544
Roswell,NM,33.3942655,-104.5230242
Chillicothe,MO,39.7952946,-93.5524358
Junction,TX,30.4893555,-99.7720109
Deerfield,MO,37.8386508,-94.5060655
South Sioux City,NE,42.4648558,-96.4130601
Hillsville,VA,36.7626282,-80.7347947
Eolia,MO,39.2358794,-91.0081918
Mendon,OH,40.673381,-84.5188438
Hannibal,MO,39.7083789,-91.3584816
Hialeah,FL,25.8575963,-80.2781057
Holt,MO,39.4527802,-94.3421687
Fulton,MO,38.84670819999999,-91.9479586
Elm Creek,NE,40.7182233,-99.3732616
Waverly,OH,39.1267349,-82.9854553
Huntington,OR,44.3512726,-117.2665686
Batesville,AR,35.7696862,-91.6409431
Grand Bay,AL,30.4763084,-88.3422303
Walcott,IA,41.585543,-90.7743819
Grain Valley,MO,39.0150069,-94.198558
Nevada,MO,37.83920519999999,-94.3546719
Portland,MI,42.8672048,-84.9100792
Dexter,MI,42.33836970000001,-83.8885552
Mifflintown,PA,40.5661982,-77.39273039999999
Breaux Bridge,LA,30.2735323,-91.8992837
Heflin,AL,33.6444926,-85.5842385
Ozark,MO,37.0208865,-93.2060163
Stony Creek,VA,36.94792770000001,-77.4008113
Harrisville,PA,41.1367274,-80.0092239
Portage,WI,43.5391486,-89.46262019999999
Richfield,WI,43.2562201,-88.1943651
West Coxsackie,NY,42.3509179,-73.8029028
Gallup,NM,35.5280783,-108.7425843
Minot,ND,48.2329668,-101.2922906
El Paso,TX,31.7618778,-106.4850217
Platte City,MO,39.3702773,-94.7824609
Dallas,TX,32.7766642,-96.7969879
South Vienna,OH,39.9270045,-83.6124236
Richland,MO,37.8569838,-92.4043396
Foristell,MO,38.8150501,-90.955972
Cabool,MO,37.12394099999999,-92.1012678
Denton,TX,33.2148412,-97.1330683
North Bend,WA,47.4956579,-121.7867775
Napoleon,OH,41.3922726,-84.1252243
Maryville,MO,40.3461017,-94.8724706
West Burlington,IA,40.8250386,-91.1565357
Fredericksburg,VA,38.3031837,-77.4605399
Saint Peters,MO,38.7874699,-90.6298922
Simpsonville,KY,38.22257,-85.3552349
Malvern,AR,34.3624245,-92.8123856
Sebring,FL,27.495592,-81.440907
Pauls Valley,OK,34.7400809,-97.2222451
Braman,OK,36.9236403,-97.3336552
Edinburg,TX,26.3017374,-98.1633432
Youngstown,FL,30.3668657,-85.4382804
Windom,MN,43.8727352,-95.1113808
Ehrenberg,AZ,33.6041914,-114.5252322
Batesville,MS,34.3114982,-89.9442567
Rockwall,TX,32.9090739,-96.4500618
Hampshire,IL,42.0978027,-88.53036430000002
Battle Mountain,NV,40.6421334,-116.9342671
Leavenworth,IN,38.1997869,-86.3441439
Gulfport,MS,30.3674198,-89.0928155
Fort Dodge,IA,42.4974694,-94.1680158
London,KY,37.1289771,-84.08326459999999
Dunseith,ND,48.8130569,-100.0609678
Sayre,OK,35.291162,-99.6400969
La Grande,OR,45.3245771,-118.0877188
Richland,MS,32.2392201,-90.1653535
Mathis,TX,28.0944558,-97.8280543
Forest City,MO,39.9824969,-95.1919204
Wendover,UT,40.7371524,-114.0375102
Boulder,MT,46.2365947,-112.1208336
Holland,MI,42.7875235,-86.1089301
Park City,MT,45.6297222,-108.9162361
Gillette,WY,44.2931097,-105.494199
Faucett,MO,39.5997974,-94.7988868
Gainesville,TX,33.62594139999999,-97.1333453
Pasco,WA,46.2305049,-119.0922316
Livingston,MT,45.6614105,-110.5599556
Hagerstown,MD,39.6417629,-77.71999319999999
Shelby,MT,48.5066603,-111.8561447
Whitehall,MT,45.8693709,-112.0986053
Flagstaff,AZ,35.1982836,-111.651302
Millersville,MD,39.0574783,-76.64858219999999
Haw River,NC,36.0949545,-79.3567274
Baker City,OR,44.7748748,-117.8343848
Johnstown,CO,40.3369272,-104.9121967
Vero Beach,FL,27.6386434,-80.39727359999999
Rensselaer,IN,40.9367045,-87.15085619999999
Gurnee,IL,42.3702996,-87.90201859999999
Franklin,TN,35.9250637,-86.8688899
Mocksville,NC,35.8940263,-80.5614494
Sioux Falls,SD,43.5460223,-96.731265
Fremont,NE,41.4333909,-96.4981467
Cullman,AL,34.1748208,-86.8436124
Whately,MA,42.4398101,-72.6348118
Grand Forks,ND,47.9252568,-97.0328547
Fountain,CO,38.682219,-104.7008056
Eagleville,MO,40.4691664,-93.9871736
Clearwater,MN,45.4194099,-94.0488721
Grosse Tete,LA,30.4110276,-91.4337211
Lewis,NY,44.27502700000001,-73.5655742
Walterboro,SC,32.9051704,-80.6667688
Kutztown,PA,40.5173165,-75.7774177
Ashland,VA,37.7590318,-77.47998369999999
Hastings,NE,40.5862583,-98.3898726
Deming,NM,32.2686981,-107.7586404
Shrewsbury,MA,42.2959267,-71.71284709999999
Lexington,NE,40.7808398,-99.7415045
Norfolk,NE,42.0327168,-97.4168171
Valley Grove,WV,40.0875732,-80.5703508
Duncannon,PA,40.3981415,-77.0230334
Charleston,WV,38.3498195,-81.6326234
Palisade,CO,39.1102587,-108.3509193
Valentine,NE,42.87278329999999,-100.5509669
Wisner,NE,41.9872249,-96.9142055
Portsmouth,NH,43.0717552,-70.7625532
Tuskegee,AL,32.430237,-85.7077266
Umatilla,OR,45.9173549,-119.3425179
Pendleton,OR,45.672075,-118.7885967
Evanston,WY,41.2682794,-110.9632373
Little America,WY,41.5435694,-109.8590335
Montague,NJ,41.2956937,-74.7839936
Fond Du Lac,WI,43.7730448,-88.4470508
Hudson,WI,44.9746896,-92.7568703
De Forest,WI,43.2477685,-89.343727
Little Chute,WI,44.2799872,-88.3184394
Belmont,WI,42.7361069,-90.3342946
Hurricane,WV,38.4325896,-82.0201368
Tacoma,WA,47.2528768,-122.4442906
Ellensburg,WA,46.9965144,-120.5478474
Tumwater,WA,47.0073187,-122.9093063
Bracey,VA,36.5995598,-78.14305569999999
Chesapeake,VA,36.7682088,-76.2874927
Coralville,IA,41.6960455,-91.6086028
Beaver,UT,38.2769149,-112.6410518
Tooele,UT,40.53077760000001,-112.29828
Salt Lake City,UT,40.7607793,-111.8910474
Farmington,NM,36.72805830000001,-108.2186856
Snyder,TX,32.7178862,-100.9176184
Sweetwater,TX,32.4709519,-100.4059384
Lubbock,TX,33.5778239,-101.8552934
Big Spring,TX,32.2503979,-101.4787355
San Marcos,TX,29.8832749,-97.9413941
Antioch,TN,36.0597177,-86.6715948
Denmark,TN,35.5328545,-89.003952
Ardmore,TN,35.0037911,-86.8571659
Aberdeen,SD,45.4646985,-98.4864829
Murdo,SD,43.8883224,-100.7129143
Manning,SC,33.6951627,-80.2109134
Emlenton,PA,41.1772836,-79.7078274
Milesburg,PA,40.9417272,-77.7850021
Bloomsburg,PA,41.003698,-76.4549457
Clearfield,PA,41.0272796,-78.4391876
Myerstown,PA,40.3745363,-76.30273179999999
Brookville,PA,41.1611746,-79.0830924
Carlisle,PA,40.2010241,-77.20027449999999
Lamar,PA,41.0151926,-77.5314744
Portland,OR,45.515232,-122.6783853
London,OH,39.8864493,-83.4482529
Youngstown,OH,41.0997803,-80.6495194
Hubbard,OH,41.1564463,-80.569239
Apalachin,NY,42.0695189,-76.1546504
Eaton,OH,39.7439405,-84.6366201
Buffalo,NY,42.88644679999999,-78.8783689
Kingsville,OH,41.8901248,-80.6758667
Jeffersonville,OH,39.6539436,-83.5631915
Tower City,ND,46.9227548,-97.6739889
Saluda,NC,35.2362264,-82.3492839
Phelps,NY,42.9564,-77.03341790000002
Salisbury,NC,35.6709727,-80.4742261
Canaan,NY,42.4116592,-73.447175
Nichols,NY,42.021741,-76.36688149999999
Glenmont,NY,42.6052,-73.76989449999999
Santa Rosa,NM,34.93867,-104.6824892
Clovis,NM,34.4047987,-103.2052272
Vado,NM,32.1117649,-106.6624959
Bloomsbury,NJ,40.6539892,-75.08656189999999
Paulsboro,NJ,39.830391,-75.2404607
Hampton,NJ,40.7070446,-74.9560032
Las Vegas,NV,36.171563,-115.1391009
Big Springs,NE,41.0630102,-102.0740255
Alda,NE,40.8691794,-98.4683997
Hershey,NE,41.1586079,-101.002652
Omaha,NE,41.2565369,-95.9345034
Fort Edward,NY,43.2670175,-73.5845597
Missoula,MT,46.8721284,-113.9940314
Salamanca,NY,42.1578412,-78.71503109999999
Laurel,MT,45.6691159,-108.7715328
Strafford,MO,37.2683802,-93.1171264
Oak Grove,MO,39.0050073,-94.1293909
Matthews,MO,36.7592218,-89.5867458
Kingdom City,MO,38.952819,-91.9390674
Lebanon,MO,37.6805967,-92.6637865
Tillatoba,MS,33.98483520000001,-89.89675539999999
Belmont,OH,40.0292374,-81.0389883
Tekonsha,MI,42.0933791,-84.985805
Ironton,OH,38.5367471,-82.6829406
Trenton,MI,42.1394858,-83.1782587
Battle Creek,MI,42.3211522,-85.17971419999999
Wrentham,MA,42.0667652,-71.3281114
Peabody,MA,42.5278731,-70.9286609
Bangor,ME,44.8016128,-68.7712257
Kittery,ME,43.0881256,-70.73613700000001
Slidell,LA,30.2751945,-89.78117449999999
Port Barre,LA,30.5601953,-91.9540054
Girard,OH,41.1539465,-80.7014662
Smiths Grove,KY,37.0525453,-86.2077608
Sonora,KY,37.5240307,-85.893198
Florence,KY,38.9989499,-84.62661109999999
Wakeeney,KS,39.02500819999999,-99.8795656
Marietta,OH,39.41535200000001,-81.45484359999999
Monroeville,OH,41.2442202,-82.69629259999999
Altoona,IA,41.6435514,-93.4750836
North Baltimore,OH,41.1828302,-83.6782668
Sioux City,IA,42.4963416,-96.4049408
Willard,OH,41.0531109,-82.7262906
Urbandale,IA,41.6293984,-93.7607411
Gaston,IN,40.3137829,-85.5007029
Grovertown,IN,41.3750434,-86.50473389999999
Peru,IN,40.7536528,-86.0688811
Cambridge City,IN,39.8125465,-85.17163149999999
Clayton,IN,39.6890209,-86.5230792
Greensburg,IN,39.3372722,-85.483581
Morris,IL,41.357254,-88.4211785
Marion,IL,37.7306054,-88.9331256
East Saint Louis,IL,38.624514,-90.1506465
Mc Lean,IL,40.3144833,-89.16980900000001
Cusseta,AL,32.7848521,-85.3057779
Forest Park,GA,33.6220542,-84.36909179999999
Adairsville,GA,34.3687021,-84.9341093
Lagrange,GA,33.0362218,-85.0322444
Pinconning,MI,43.8536325,-83.9649869
Tampa,FL,27.9516896,-82.45875269999999
Branford,CT,41.2799027,-72.81411849999999
Milford,CT,41.2306979,-73.064036
North Stonington,CT,41.4409323,-71.8811827
Watkins,CO,39.7435442,-104.6080353
Wheat Ridge,CO,39.766098,-105.0772063
Brush,CO,40.2588686,-103.6238367
Chickasha,OK,35.052565,-97.9364326
Holbrook,AZ,34.9022482,-110.1581768
Tucson,AZ,32.2539787,-110.9741769
Copan,OK,36.8975794,-95.9260927
Willcox,AZ,32.2528519,-109.8320124
Davis,OK,34.5045317,-97.1194637
Montgomery,AL,32.3792233,-86.3077368
Tuscaloosa,AL,33.2098407,-87.56917349999999
Erick,OK,35.2153299,-99.8664925
Fort Myers,FL,26.6409247,-81.8605575
Villa Ridge,MO,38.47255250000001,-90.8868042
Warrenton,MO,38.8211845,-91.1391977
Glendive,MT,47.106401,-104.7107931
York,NE,40.8673915,-97.5920867
Bradner,OH,41.32421919999999,-83.4385387
Dalton,OH,40.7989449,-81.69540669999999
Tulia,TX,34.5358942,-101.7585159
Muskogee,OK,35.7478769,-95.3696909
Woodbine,GA,30.9638429,-81.7226063
Shepherdsville,KY,37.9883991,-85.7157924
Inver Grove Heights,MN,44.8480218,-93.0427153
Texico,NM,34.3886868,-103.0513351
Carlin,NV,40.7138067,-116.1039663
New Paris,OH,39.8569934,-84.7932918
Beloit,WI,42.5083482,-89.03177649999999
Seminole,OK,35.2245201,-96.670573
Ridgeway,VA,36.5768046,-79.8583721
Nephi,UT,39.7102336,-111.8363216
Pecos,TX,31.4229124,-103.4932293
Walters,OK,34.3598075,-98.3078258
Webbers Falls,OK,35.5109296,-95.1299597
Wood River,NE,40.820569,-98.6000704
Allentown,PA,40.6022939,-75.4714098
Farmington,ME,44.67049979999999,-70.1512169
Coopersburg,PA,40.5114885,-75.390458
Elverson,PA,40.156764,-75.83270879999999
Greentown,PA,41.321755,-75.3054585
Harford,PA,41.7823007,-75.7015766
Ronks,PA,40.0262103,-76.168566
Mount Morris,PA,39.7331345,-80.06784239999999
Latta,SC,34.3371047,-79.4311616
Dalton,PA,41.5342441,-75.7360253
Wayne,PA,40.0415996,-75.3698895
West Columbia,SC,33.9934867,-81.0739825
Lebo,KS,38.4166818,-95.8530441
Chesterton,IN,41.6105937,-87.06419919999999
Cowpens,SC,35.0169984,-81.8041408
Villa Rica,GA,33.732052,-84.9191081
North Augusta,SC,33.5018026,-81.9651152
Richburg,SC,34.7159745,-81.0195262
Teays,WV,38.4433427,-81.9524374
Mauston,WI,43.7971946,-90.0773495
Lyndon Station,WI,43.71219869999999,-89.8995699
Belle Fourche,SD,44.6713733,-103.852148
Kimball,SD,43.7466651,-98.9584258
Anna,TX,33.3490011,-96.5485991
Plankinton,SD,43.715546,-98.4850855
Austinburg,OH,41.77198629999999,-80.8547589
Whitsett,NC,36.0764049,-79.5697979
Burbank,SD,42.7463806,-96.8294732
Vivian,SD,43.9269323,-100.2920757
Parish,NY,43.4061806,-76.1257576
Imlay,NV,40.66073859999999,-118.1504207
Pickens,MS,32.8837433,-89.9714731
Newport,ME,44.8370741,-69.28528589999999
La Vergne,TN,36.0156178,-86.5819394
Moran,KS,37.9161474,-95.1702546
Maple Hill,KS,39.0845812,-96.0282195
Whiteland,IN,39.5500485,-86.0797079
Rochester,IN,41.0647645,-86.2158331
Palm Bay,FL,28.0344621,-80.5886646
Opelika,AL,32.6454116,-85.3782795
Mcallen,TX,26.2034071,-98.2300124
Dansville,NY,42.5608999,-77.696106
Selmer,TN,35.1700834,-88.59227039999999
Clive,IA,41.6060873,-93.77236
Bremen,GA,33.7212179,-85.1455036
Florence,KS,38.244462,-96.9280786
Nashville,TN,36.1626638,-86.7816016
Fair Haven,VT,43.594801,-73.2657155
Wellington,UT,39.5424659,-110.7354343
Winamac,IN,41.0514299,-86.6030648
Bastian,VA,37.1520432,-81.1500648
Conrad,MT,48.1683058,-111.9447411
Mendota,IL,41.5472547,-89.11758510000001
Indianapolis,IN,39.76909,-86.158018
Abbeville,AL,31.5718352,-85.2504893
Ashdown,AR,33.67426450000001,-94.1316238
El Centro,CA,32.792,-115.5630514
Augusta,GA,33.4687314,-82.0283188
Newnan,GA,33.3806716,-84.79965729999999
Marshalltown,IA,42.0494674,-92.9080375
Rochelle,IL,41.9239178,-89.0687073
Memphis,IN,38.4843013,-85.76283079999999
Fort Scott,KS,37.8397626,-94.7082951
Mcpherson,KS,38.3708415,-97.6642087
Williamsburg,KY,36.7434169,-84.15965609999999
Opelousas,LA,30.5335302,-92.081509
Dewitt,MI,42.842256,-84.56914870000001
Jackson,MI,42.245869,-84.40134619999999
Saginaw,MI,43.4194699,-83.9508068
Herculaneum,MO,38.25489090000001,-90.393146
Natchez,MS,31.5604442,-91.403171
Troutman,NC,35.7020571,-80.8888467
Kenmare,ND,48.6747476,-102.0826636
Gretna,NE,41.1468763,-96.2389004
Enfield,NH,43.64064399999999,-72.14398299999999
Tucumcari,NM,35.171723,-103.7249662
North Las Vegas,NV,36.1988592,-115.1175013
Winnemucca,NV,40.9728274,-117.7357354
Bath,NY,42.3370164,-77.31775770000002
Sanborn,NY,43.1371937,-78.88480679999999
Port Clinton,OH,41.5119954,-82.93769189999999
Lawton,OK,34.6035669,-98.3959291
Norman,OK,35.2225668,-97.4394777
Drums,PA,41.018139,-75.9949252
North East,PA,42.2156131,-79.8342163
Tafton,PA,41.404534,-75.1829535
Kingston Springs,TN,36.10200380000001,-87.1150054
Alvord,TX,33.3584454,-97.6947537
Anthony,TX,31.9992676,-106.6055478
Mount Vernon,TX,33.1887271,-95.2213321
Elmendorf,TX,29.2561693,-98.3331345
Black River Falls,WI,44.2946833,-90.8515311
Fremont,WI,44.2597027,-88.86483439999999
Beckley,WV,37.7781702,-81.1881557
Calgary,AB,51.04473309999999,-114.0718831
Memphis,MI,42.8964179,-82.7688134
Kalama,WA,46.0084472,-122.8445509
Theodore,AL,30.5549276,-88.17925
Lake Panasoffkee,FL,28.7876707,-82.13328179999999
Folkston,GA,30.8305102,-82.0098375
Kokomo,IN,40.486427,-86.13360329999999
Russell,KS,38.8952893,-98.8598061
Mayfield,KY,36.7417235,-88.6367154
Jonesville,LA,31.6265595,-91.8181828
Natchitoches,LA,31.7607195,-93.0862749
Mount Morris,MI,43.1186374,-83.6949583
Saltillo,MS,34.3764923,-88.68172009999999
Fort Ann,NY,43.4142375,-73.48761240000002
Sunnyside,WA,46.3237423,-120.0086538
Dalton,GA,34.7698021,-84.9702228
Erie,PA,42.12922409999999,-80.085059
Milldale,CT,41.5669981,-72.89905949999999
Globe,AZ,33.3942223,-110.7864984
Tifton,GA,31.4504629,-83.5084973
Monument,CO,39.0916586,-104.872758
Sturbridge,MA,42.1084122,-72.0787059
Bolingbrook,IL,41.69864159999999,-88.0683955
Monroeville,AL,31.5279399,-87.32470769999999
Millen,GA,32.8040512,-81.9492812
Bowling Green,KY,36.9685219,-86.4808043
Vinton,LA,30.1911244,-93.5813576
Saint James,MN,43.9820734,-94.6283192
Vicksburg,MS,32.3526456,-90.877882
Elizabeth,NJ,40.6639916,-74.2107006
Newark,NJ,40.735657,-74.1723667
Oneonta,NY,42.4528571,-75.0637746
Disputanta,VA,37.124332,-77.22637399999999
Duncansville,PA,40.4234058,-78.433903
Bismarck,ND,46.8041643,-100.7877616
Dundalk,MD,39.2506633,-76.5205184
Detroit,MI,42.331427,-83.0457538
Cedar Springs,MI,43.2233604,-85.5514237
Rayville,LA,32.4773643,-91.7548473
Hamilton,AL,34.1423235,-87.98864379999999
Alma,AR,35.4922086,-94.2260868
Doswell,VA,37.8654625,-77.4645517
Senatobia,MS,34.6176032,-89.96870109999999
Blacksburg,SC,35.1212408,-81.51592459999999
Truman,MN,43.8277341,-94.4371904
Franksville,WI,42.7600616,-87.91300070000001
Morrilton,AR,35.1526163,-92.7437844
Wells,NV,41.1115888,-114.96449
Davenport,IA,41.5236437,-90.5776367
Findlay,OH,41.0391283,-83.6502309
Arlington,WA,48.1987118,-122.1251418
Falls Creek,PA,41.1450617,-78.8044748
Falkville,AL,34.3684295,-86.908616
Fernley,NV,39.6079683,-119.2518349
Ringgold,GA,34.9159099,-85.1091173
Sulphur,LA,30.2365943,-93.3773783
New Madrid,MO,36.5864488,-89.52785469999999
Red Oak,TX,32.5332101,-96.8153
Oshkosh,WI,44.0247062,-88.5426136
Cambridge,OH,40.031183,-81.5884561
Ardmore,OK,34.1742611,-97.1436254
Burlington,NJ,40.071222,-74.86488729999999
Muncy,PA,41.2056373,-76.78551519999999
North East,MD,39.6001132,-75.94133269999999
Wichita Falls,TX,33.9137085,-98.4933873
Beaverdam,OH,40.8333852,-83.9766102
Carnesville,GA,34.3698266,-83.23515499999999
Atoka,OK,34.3859257,-96.1283252
Kingsland,GA,30.7999563,-81.68982609999999
Brooklyn,IA,41.7315717,-92.4453638
Belleville,ON,44.1627589,-77.3832315
Maysville,KY,38.6411854,-83.744365
Ranger,TX,32.4698522,-98.6789477
Pearl,MS,32.2662515,-90.1342608
Winslow,AZ,35.0241873,-110.6973571
Littlefield,TX,33.9173148,-102.3249022
Sayre,PA,41.9789631,-76.51549899999999
Reddick,FL,29.3666393,-82.1973184
Dillon,MT,45.21663239999999,-112.6389244
Kansas City,MO,39.0997265,-94.5785667
Clinton,TN,36.1034126,-84.1318632
Buffalo,TX,31.4637866,-96.0580197
Osseo,WI,44.5721839,-91.22738
Rapid River,MI,45.9266383,-86.9670603
San Antonio,FL,28.3361142,-82.2745307
Henderson,NE,40.7797332,-97.8122722
Cleveland,OH,41.49932,-81.6943605
Murfreesboro,TN,35.8456213,-86.39027
Peculiar,MO,38.71917639999999,-94.4585625
Ozark,AR,35.4869588,-93.8272262
Plattsburgh,NY,44.6994873,-73.4529124
Saint George,UT,37.0965278,-113.5684164
Brunswick,GA,31.1510919,-81.4878157
Yankton,SD,42.87110879999999,-97.3972813
Belfield,ND,46.8852906,-103.1996219
Liverpool,NY,43.106456,-76.21770459999999
Bentleyville,PA,40.1167387,-80.0083855
Jim Thorpe,PA,40.8759235,-75.7324127
Plainfield,PA,40.203143,-77.2899836
Middletown,PA,40.199814,-76.7310806
Bowmansville,PA,40.1967609,-76.0174416
Newburg,PA,40.1373098,-77.55471
Carrington,ND,47.44972010000001,-99.1262234
Dickson,TN,36.0770048,-87.3877899
Conover,NC,35.7065217,-81.2186933
Del Rio,TX,29.3708857,-100.8958674
Hereford,TX,34.8150622,-102.3977036
Avon,OH,41.4517093,-82.03542250000001
Piedmont,SC,34.7023389,-82.4645714
Goodland,KS,39.350833,-101.7101722
Stanton,TX,32.1292891,-101.7884642
Willington,CT,41.8809434,-72.2600655
Stanfield,OR,45.7804098,-119.2172351
Sullivan,MO,38.2081045,-91.1604207
Salome,AZ,33.7811416,-113.6146517
Salem,OR,44.9428975,-123.0350963
Haubstadt,IN,38.2050442,-87.5741876
Monahans,TX,31.5942991,-102.8926536
Dyer,IN,41.4942021,-87.52170679999999
Clinton,SC,34.4726276,-81.88065619999999
Eagle Pass,TX,28.7091433,-100.4995214
Pleasant Hill,NC,36.5320954,-77.5355335
Aurora,CO,39.7294319,-104.8319195
Millersport,OH,39.9000639,-82.534048
Ballinger,TX,31.7382062,-99.9473077
Midway,FL,30.4944581,-84.4544023
New Braunfels,TX,29.702566,-98.1240635
Sierra Blanca,TX,31.1745732,-105.3571764
Okemah,OK,35.4325854,-96.3050064
Lordsburg,NM,32.3503605,-108.7086649
Fort Worth,TX,32.7554883,-97.3307658
Livingston,AL,32.5843025,-88.1872475
Pittston,PA,41.3259134,-75.78936039999999
Lawrence,MS,32.3251443,-89.23283939999999
Miles City,MT,46.4083362,-105.8405582
Du Bois,PA,41.1210115,-78.7583257
Bronte,TX,31.8873671,-100.2917601
Springdale,AR,36.1745404,-94.1389831
Clinton,IA,41.8444735,-90.1887379
Palestine,AR,34.9734057,-90.9020292
Joseph City,AZ,34.955996,-110.3313027
Fort Pierce,FL,27.4467056,-80.3256056
Troy,IL,38.7292147,-89.8831541
Springville,UT,40.1652335,-111.6107526
Ashford,AL,31.1829562,-85.23632099999999
Daleville,AL,31.3101719,-85.7129908
Enterprise,AL,31.3151708,-85.85521609999999
Headland,AL,31.351284,-85.3421559
Mount Vernon,AL,31.0851775,-88.01333249999999
Maplesville,AL,32.7884608,-86.8716549
Walsenburg,CO,37.6227357,-104.780403
North Haven,CT,41.39091390000001,-72.8595447
Zellwood,FL,28.7311059,-81.60118489999999
Camilla,GA,31.2312933,-84.21046109999999
Dawson,GA,31.7735001,-84.4465826
Jeffersonville,GA,32.687646,-83.3465561
Pelham,GA,31.1276849,-84.1518466
Monona,IA,43.0516494,-91.3893041
Onawa,IA,42.0266548,-96.0972376
Bliss,ID,42.92684610000001,-114.9495057
Avenel,NJ,40.5803818,-74.28514690000002
Elizabethport,NJ,40.6542423,-74.197388
Heyworth,IL,40.3133697,-88.9736901
Washington,IN,38.65921520000001,-87.172789
Colby,KS,39.3958369,-101.0523773
South Haven,KS,37.05197040000001,-97.4053235
Tribune,KS,38.4697378,-101.7526723
Crowley,LA,30.2140928,-92.3745761
Grand Coteau,LA,30.4199203,-92.0465087
White Marsh,MD,39.3794196,-76.45990429999999
Sherman,ME,45.8711632,-68.4178063
Flint,MI,43.0125274,-83.6874562
Grayling,MI,44.6614039,-84.7147512
Manistique,MI,45.9577506,-86.2462523
Traverse City,MI,44.7630567,-85.62063169999999
Wayland,MI,42.6739208,-85.6447438
Glyndon,MN,46.8772557,-96.5788187
Carthage,MO,37.176447,-94.3102228
Charleston,MO,36.9208854,-89.35063099999999
Collins,MO,37.8911451,-93.622984
Laddonia,MO,39.24254,-91.6454385
Lancaster,MO,40.5208627,-92.5279662
New Florence,MO,38.9103198,-91.4482167
Pelahatchie,MS,32.3125394,-89.8047306
Plentywood,MT,48.773639,-104.5602351
Whiteville,NC,34.3387802,-78.7030721
Alma,NE,40.09751079999999,-99.3620427
Merrimack,NH,42.8678693,-71.49483219999999
Yorkville,IL,41.6411409,-88.44729480000001
Coshocton,OH,40.2720151,-81.8595756
Dayton,OH,39.7589478,-84.1916069
Marion,OH,40.5886699,-83.1285242
Bedford,OH,41.3931096,-81.5365094
Wooster,OH,40.798237,-81.9399145
Dewey,OK,36.7959193,-95.9355387
Tamaqua,PA,40.7973112,-75.9693707
Georgetown,SC,33.376834,-79.2944964
Pageland,SC,34.7732102,-80.39173149999999
Harleyville,SC,33.2146069,-80.4478745
Huron,SD,44.3633173,-98.2142572
Bryan,TX,30.6743643,-96.3699632
Canton,TX,32.5565244,-95.8632996
New Boston,TX,33.4598415,-94.4154787
Plainview,TX,34.1847936,-101.7068417
Shamrock,TX,35.2142167,-100.2490075
Roanoke,VA,37.2709704,-79.9414266
Rock Island,WA,47.377073,-120.1439523
Cadott,WI,44.9480187,-91.15070310000002
Darlington,WI,42.6830566,-90.1176258
Gassville,AR,36.28727629999999,-92.4817184
Golden,CO,39.755543,-105.2210997
Sterling,CO,40.6255415,-103.207709
Wray,CO,40.0758231,-102.2232495
Baxley,GA,31.7782514,-82.3484618
Hawkinsville,GA,32.2837731,-83.4721177
Eatonton,GA,33.3267997,-83.3884961
Clarkesville,GA,34.6125971,-83.5248933
Lithia Springs,GA,33.7939953,-84.6604899
Louisville,GA,33.0015407,-82.4112377
Macon,GA,32.8406946,-83.6324022
Ocilla,GA,31.5943567,-83.2504328
Rome,GA,34.257038,-85.1646726
Wadley,GA,32.8668223,-82.4040162
Batavia,IA,40.9942123,-92.1673287
Janesville,IA,42.6438713,-92.458797
Postville,IA,43.084702,-91.5682015
Barry,IL,39.6942134,-91.0390246
Bloomingdale,IL,41.9575285,-88.0809036
Burbank,IL,41.7467619,-87.76073799999999
Edwards,IL,40.7455683,-89.7489531
Hillsdale,IL,41.6136437,-90.1728998
Lombard,IL,41.8800296,-88.00784349999999
Olney,IL,38.7308811,-88.0853154
Cicero,IL,41.8455877,-87.7539448
Wenona,IL,41.0525331,-89.05035869999999
